		raw count							19 (16.1%)	65 (55.08%)	2 (1.69%)	14 (11.86%)	118 (100%)	118	117	81	61 (51.69%)	35 (29.66%)	32 (27.11%)	21 (17.79%)	61 (51.69%)	10 (8.47%)		86	74	68	24	37	50	20	22	54	0	27	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	6 (5.08%)	11 (9.32%)	30 (25.42%)	30	28 (23.72%)	24 (20.33%)	22	26	27	#DIV/0!	11		#DIV/0!	68	18	58	#DIV/0!	#DIV/0!	#DIV/0!		
EMSE	Ye, He, Matias Martinez, and Martin Monperrus	Automated patch assessment for program repair at scale.	2021	https://link.springer.com/article/10.1007/s10664-020-09920-w	92	Ye, He, Matias Martinez, and Martin Monperrus. "Automated patch assessment for program repair at scale." Empirical Software Engineering 26 (2021): 1-38.	Automatic program repair; Automatic patch assessment;	Automatic program repair; Automatic patch assessment; 	FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	This paper focuses on automatic correctness assessments for evaluating patch candidates generated by APR systems.  Their method uses the human-written patch as ground-truth and generates random tests based on it, i.e., Random testing with Ground Truth. Automatic patch assessments using RGT improved the SOA by 190% and may be reliable enough to do overfitting analysis during their APR tool evaluations.	PDR IDEA: Benchmarks can add in hooks for "overfitting analyses"	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	Defects4J	RGT			Yes, but at an "anonymous.4open.science" link??				not reported		DiffTGen					FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE		Defects4J	FALSE		n/a	available as dataset	FALSE	FALSE	"correctness" - correct patches are good general solutions to the bug under consideration. 		
EMSE	Koyuncu, Anil, et al	Fixminer: Mining relevant fix patterns for automated program repair.	2020	https://link.springer.com/article/10.1007/s10664-019-09780-z	93	Koyuncu, Anil, et al. "Fixminer: Mining relevant fix patterns for automated program repair." Empirical Software Engineering 25 (2020): 1980-2024.	Fix patterns; Patches; Program repair; Debugging; Empirical software engineering;	Fix patterns; Patches; Program repair; Debugging; Empirical software engineering; 	FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	This paper presents a systematic, automated approach to obtaining relevant and usable fix patterns that can be used in other patch generation systems. Their approach obtain these code change patterns from AST differencing tools, available as "rich edit scripts".  These "rich edit scripts" is a representation that describes the code change in terms of context, operations performed, and tokens involved.	FixMiner is not an APR tool, but augments APR tools that employ pattern-based fixes.	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	Defects4J (v1.2.0)	FixMiner	yes ( https://github.com/SerVal-DTF/fixminer-core ) <= turns out, not a valid link anymore -- maybe https://github.com/SoundaryaTekkalakota/fixminer-core				Yes (RETrees construction: 17 minutes; comparing RETrees: 18minutes)	Yes (computing system w/ 24 Intel Xeon E5-2680 v3 cores @ 2GHz with 3TB RAM)	not reported		PAR					FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE		Defects4J	FALSE	augmented APR tool uses statement-level SBFL (GZoltar w/ Ochiai)	n/a	not reported	TRUE	TRUE	"plausible" vs "correct" terminology used --  "Correct" -- manually check equivalence between "plausible" patch and oracle patch provided, semantically similar patches are considered correct		
EMSE	Kim, Jindae, and Sunghun Kim	Automatic patch generation with context-based change application.	2019	https://link.springer.com/article/10.1007/s10664-019-09742-5	94	Kim, Jindae, and Sunghun Kim. "Automatic patch generation with context-based change application." Empirical Software Engineering 24.6 (2019): 4071-4106.	Automatic program repair; Automatic patch generation; Context-based change application;	Automatic program repair; Automatic patch generation; Context-based change application; 	FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	This paper introduces a patch generation method that uses contexts from AST-changes of human-written patches to determine applicable patches. 	This method basically searches a repository of abstracted AST changes to identify potentially applicable changes based on the context of AST changes. 	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	Defects4J (partial-357 bugs)	ConFix	yes ( https://github.com/thwak/ConFix )				Yes (2 hour max-runtime per ConFix session, may end early if generated the max candidate number)	Yes (Amazon EC2 instance (m5.xlarge) with 4 CPUs and 16GB memory)	not reported							FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE		Defects4J	FALSE	Line SBFL (Ochiai)	"To provide changes for patch generation, we collected over 6K human-written patches from non different projects and identified about 216K abstract AST changes (44K unique changes). We also identified 38K (more specific) and 2.4K (more abstract) contexts for the collected changes."	per-bug available at https://github.com/thwak/confix2019result	TRUE	FALSE	"manually inspected generated patches" to assess correctness.  uses "precision" (correct / plausible) and "recall" (plausible)  Authors inspected developer fixes to determine if a patch existed in their tool's search space, ONLY THEN it would be reported in the total.		
EMSE	Yu, Zhongxing, et al	Alleviating patch overfitting with automatic test generation: a study of feasibility and effectiveness for the Nopol repair system.	2019	https://link.springer.com/article/10.1007/s10664-018-9619-4	95	Yu, Zhongxing, et al. "Alleviating patch overfitting with automatic test generation: a study of feasibility and effectiveness for the Nopol repair system." Empirical Software Engineering 24 (2019): 33-67.	Program repair; Synthesis-based repair; Patch overfitting; Automatic test case generation;	Program repair; Synthesis-based repair; Patch overfitting; Automatic test case generation;	FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	Test suite are incomplete specifications of a program and therefore can lead to overfitting repairs, i.e., repairs that fail to generalize to the actual bug. This paper attempts to mitigate overfitting by generating additional test cases (automatic test case generation) so that synthesis-based tools' internal representation of repair constraints are strengthened.	UnsatGuided augments synthesis-based repair tools.  Tool pipeline used in evaluation is: Nopol (synthesis technique); EvoSuite (automatic test case generation)	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	Defects4J (partial-224 bugs)	UnsatGuided	Not reported				Yes (40 minutes [Nopol global timeout value])	Yes (Cluster consisting of 200 virtual nodes running Ubuntu 16.04 on a single Intel 2.68 GHz Xeon core with 1GB of RAM.)	n/a		Nopol					FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE			FALSE	n/a	n/a	n/a	FALSE	FALSE	"correct" maintains expected behavior of underlying program, regardless of completeness of test suite, while addressing underlying bug		
EMSE	Motwani, Manish, et al	Do automated program repair techniques repair hard and important bugs?.	2018	https://link.springer.com/article/10.1007/s10664-017-9550-0	96	Motwani, Manish, et al. "Do automated program repair techniques repair hard and important bugs?." Proceedings of the 40th International Conference on Software Engineering. 2018.	Automated program repair; Repairability;	Automated program repair; Repairability;	FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	What kinds of bugs do APR tools repair well or poorly?  Authors say that "We use results from prior evaluations of these techniques on the ManyBugs and Defects4J datasets."  Models whose prior evaluations were used: GenProg, TrpAutoRepair, AE, Kali, SPR, Prophet (C); Nopol, jGenProg, jKali (Java)	the authors use "repairability" differently from the "A correlation study between apr and test-suite metrics" paper, opting for diversity of bugs that are capable of being fixed by an APR tool, instead of "are generated APR repairs correct?" oof, this paper found that neither the manual repair time for a defect nor the test suite's coverage correlate with a defect's patchability by APR. (q: are they using this "time to repair" as a proxy for complexity? Looks like "yes, time to repair is used as a proxy for complexity and priority") q: do ML methods address the gaps left by traditional APR techniques, specifically bugs that require adding loops, new function calls, or updating method signatures?  (does this paper indicate how often each of these gaps occurs in their benchmark?)	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	ManyBugs, Defects4J		Not reported				Not reported	Not reported	n/a							FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE			FALSE	n/a	n/a	n/a	FALSE	FALSE	"developer-judged" correctness		
EMSE	Yi, Jooyong, et al	A correlation study between automated program repair and test-suite metrics.	2018	https://link.springer.com/article/10.1007/s10664-017-9552-y	97	Yi, Jooyong, et al. "A correlation study between automated program repair and test-suite metrics." Proceedings of the 40th International Conference on Software Engineering. 2018.	Automated program repair; Test suite; Empirical evaluation; Correlation;	Automated program repair; Test suite; Empirical evaluation; Correlation;	FALSE	FALSE	FALSE	FALSE	TRUE	Pemma	This paper proposes and attempts to answer the question: can traditional test-suites be used for APR purposes?  They also include a correlation study between assorted test-suite metrics and "the reliability of generated repairs". (Reliability == "whether regressions occur in a repair" => does the repair pass a heldout test suite?). "[I]ncreasing statement coverage is likely to be more effective [at reducing regression ratio] than improving the other test-suite metrics such as branch coverage."		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	4 large-scale real-world programs: {php, libtiff, ...} + SIR benchmark		Not reported				Not reported	Not reported	n/a		GenProg, SemFix					FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE			FALSE	n/a	n/a	n/a	FALSE	FALSE	"correct" patch -- a patch that not only passes all tests available to a repair system, but also indeed fixes the bug.		
EMSE	Oliveira, Vinicius Paulo L	Improved representation and genetic operators for linear genetic programming for automated program repair.	2018	https://link.springer.com/article/10.1007/s10664-017-9562-9	98	Oliveira, Vinicius Paulo L., et al. "Improved representation and genetic operators for linear genetic programming for automated program repair." Empirical Software Engineering 23 (2018): 2980-3006.	Automatic software repair; Automated program repair; Genetic improvement; Genetic programming; Crossover operator; Mutation operator;	Automatic software repair; Automated program repair; Genetic improvement; Genetic programming; Crossover operator; Mutation operator;	FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	This paper outlines a "reformulation of program repair representation, crossover, and mutation operators" to better traverse the operator, fault, and fix subspaces of search-base heuristics. It extends the existing GenProg algorithm with these new components.		TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	IntroClass, {gcd, zune}, ManyBugs {libtiff}	"GenProg with Subspace Mutation"	Not reported				Not reported	Not reported	n/a		GenProg					FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE			FALSE	reuses GenProg infrastructure	n/a	n/a	FALSE	FALSE	sidesteps "plausible" vs "correct" argument by "evaluating in part on well-specified programs"		
EMSE	Le, Xuan-Bach D	Overfitting in semantics-based automated program repair.	2018	https://link.springer.com/article/10.1007/s10664-017-9577-2	99	Le, Xuan-Bach D., et al. "Overfitting in semantics-based automated program repair." Proceedings of the 40th International Conference on Software Engineering. 2018.	Automated program repair; Program synthesis; Symbolic execution; Patch overfitting;	Automated program repair; Program synthesis; Symbolic execution; Patch overfitting;	FALSE	TRUE	FALSE	TRUE	TRUE	Pemma	outlines overfitting in semantics-based APR  This paper evaluates overfitting in the context of Angelix, an APR tool the employs semantics-based search. Angelix uses expression-level SBFL (ochiai) for fault localization, while symbolic execution is used to infer a program's specification as a set of "correctness constraints".  It finds that Angelix is subject to similar overfitting as heuristics-based APR tools. 		FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	IntroClass, Codeflaws		n/a						n/a		Angelix					FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE			FALSE	n/a	n/a	n/a	FALSE	FALSE	"correct" - general fix for the bug		
EMSE	Yu, Tingting, and Michael Pradel	Pinpointing and repairing performance bottlenecks in concurrent programs.	2018	https://link.springer.com/article/10.1007/s10664-017-9578-1	100	Yu, Tingting, and Michael Pradel. "Pinpointing and repairing performance bottlenecks in concurrent programs." Empirical Software Engineering 23 (2018): 3034-3071.	Testing; Concurrency; Performance bottlenecks;	Testing; Concurrency; Performance bottlenecks;	FALSE	FALSE	FALSE	FALSE	TRUE	Pemma	SyncProf is a profiling approach that uses dynamic analyses to identify, localize, and fix (propose fixes for) performance issues/bottlenecks in concurrent programs.	Implementation generates synchronization behavior in a "Synchronization Dependence Graph", which outlines edges of causality between dynamic instances of some concurrent programs critical sections Required inputs: program + test cases	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Not a singular benchmark, but several benchmark programs used by others were used in this tool's evaluation	SyncProf	Not reported	n/a	Not reported		Yes (Analysis time reported per case)	Not reported	n/a							FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE			FALSE	n/a	n/a	n/a	FALSE	FALSE			
ICSE	Xia, Chunqiu Steven, Yuxiang Wei, and Lingming Zhang	Automated program repair in the era of large pre-trained language models.	2023	http://lingming.cs.illinois.edu/publications/icse2023a.pdf	101	Xia, Chunqiu Steven, Yuxiang Wei, and Lingming Zhang. "Automated program repair in the era of large pre-trained language models." Proceedings of the 45th International Conference on Software Engineering (ICSE 2023). Association for Computing Machinery. 2023.	Automated Program Repair; Machine Learning;	Codes; Computer bugs; Maintenance engineering; Software; Distance measurement; Task analysis; Faces;	FALSE	FALSE	FALSE	FALSE	TRUE	Pemma	This paper focuses on LLM-based apr methods for (1) function replacement, (2) code "chunk" replacement, (3) single line fixes.	"larger models tend to deliver stronger APR results" "Since we only have access to the training data used in CodeT5, GPT-Neo, GPT-J and GPT-NeoX models, we further check if the fixed function is within the training datasets when the correct patch is equivalent to the developer fix for these models. We found that while 38% (48/128) of bugs fixes contain only the same fix as the developer patch, only 15% (20/128) of those patches are also found in the original training data, showing that the majority of correct bug fixes provided by these LLMs are not simply from memorizing the training data."	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	Defects4J (v1.2.0)		LLM models leveraged: GPT-NEO, GPT-J, GPT-NEOX, Codex, CodeT5, InCoder	not reported	no finetuning	not provided	Not reported	Yes (32-core workstation with Ryzen Threadripper PRO 3975WX CPU, 256GB RAM and NVIDIA RTX A6000 GPU)	individual times not reported, but "generating 200 patches for each of the 3 settings costs no more than 2.5 hours for each model"			Since we only have access to the training data used in CodeT5, GPT-Neo, GPT-J and GPT-NeoX models, we further check if the fixed function is within the training datasets when the correct patch is equivalent to the developer fix for these models. We found that while 38% (48/128) of bugs fixes contain only the same fix as the developer patch, only 15% (20/128) of those patches are also found in the original training data, showing that the majority of correct bug fixes provided by these LLMs are not simply from memorizing the training data.   Moreover, our RQ4 shows that improvements can be further made by combining repair templates with LLMs, which is orthogonal to the data leakage issue. Additionally, We observe that LLMs are able to achieve the state-of-the-art results on QuixBugs dataset which is not part of the training data as it has low number of stars on GitHub and contains synthetic bugs and patches that are not part of any larger real-world projects. Further reducing the data leakage issue would require retraining the LLMs, which could be extremely costly.	 We evaluate on all bugs in Defects4J 1.2 by adjusting our infilling-style repair settings, following AlphaRepair		• GPT-Neo [42], GPT-J [49], GPT-NeoX [50] All three models are open-source implementations of the GPT-3 transformer architecture [27]. In our experiments, we use GPT-Neo models with 125M, 1.3B and 2.7B parameters. GPT-J and GPT-NeoX are even larger models with 6.7B and 20B parameters. These models were trained on The Pile [51], an 800GB dataset combining 22 diverse text-based datasets with 7.6% containing open-source Github code. • Codex [28] A 12B parameter GPT-3 based model designed for code generation. Codex is initialized with GPT-3 weights trained on natural language corpus and then finetuned on a large corpus of 159GB code files. 2) Infilling Models: • CodeT5 [52] A 220M parameter model based on T5 [43] architecture designed for code related tasks. CodeT5 is trained using span prediction objective on 8.35 million functions across 8 different programming languages by combining CodeSearchNet [53] with C/C# dataset from BigQuery [54]. • INCODER [33] A model designed for code infilling by adopting a causal masking objective [45]. INCODER is trained on both open-source Github/GitLab code (159 GB) and StackOverFlow questions and answers (57 GB). We use both the 1.3B and 6.7B parameter version. • Codex In addition to using Codex as a generative model, we use the recently added suffix feature [55] to perform code infilling. Since Codex is not open-sourced, we do not know how the model performs the infilling.	TRUE	TRUE	TRUE	LLM	TRUE	TRUE	not reported		(1) function, (2) code "chunk", (3) line	FALSE		Defects4J (v1.2.0)	TRUE	function, chunk, line		summary	TRUE	TRUE	" To determine correct patches, we follow the standard practice in APR research and manually inspect each plausible patch for semantic equivalency."		
ICSE	Fan, Zhiyu, et al	Automated repair of programs from large language models.	2023	https://ieeexplore.ieee.org/iel7/10172484/10172342/10172854.pdf?casa_token=WsKY9wJ5DFwAAAAA:gkSqO7DW7fe0CWBEUQM1OfR0qhe9OCtJXQIHO22OUtioXMnFf9ZgeCZRSOb3b2SpDPOSFRVbfQ	102	Fan, Zhiyu, et al. "Automated repair of programs from large language models." 2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE). IEEE, 2023.	Large Language Model; Program Repair;	Location awareness; Training; Analytical models; Codes; Semantics; Maintenance engineering; Programming;	FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	Can APR techniques enhance LLM-generated code for LeetCode contests?		FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	LMDefects (Codex-generated LeetCode solutions)					https://github.com/zhiyufan/apr4codex	Not reported	Yes (All experiments were conducted on an Ubuntu- 16.04 server, with 64GB RAM and Intel(R) Xeon(R) CPU E5-2660 @ 2.00GHz, and NVIDIA Titan V GPU)	not reported		Codex					FALSE	TRUE	TRUE	Codex code-davinci-002 and Codex-e code-davinci-edit-001	TRUE	TRUE	n/a	n/a	n/a	TRUE	113 Java programming tasks (46 solved, 67 unsolved)	LMDefects (Codex-generated LeetCode solutions)	TRUE	SBFL, line, Ochiai	n/a	summary by defect and sub category	TRUE	TRUE	"Correct patches are patches that make the incorrect solutions pass both the public tests and private tests and accepted by LeetCode."		
ICSE	Meng, Xiangxin, et al	Template-based Neural Program Repair.	2023	https://ieeexplore.ieee.org/iel7/10172484/10172342/10172686.pdf?casa_token=3foIHeqMkgwAAAAA:1ZnAXlwLyzYrAlPYFl4N0ZEDWrGZJ92qvREF3yZCPsy8sQcRRVgoFWlTeZABZ8uRFSReBWaA0g	103	Meng, Xiangxin, et al. "Template-based Neural Program Repair." 2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE). IEEE, 2023.	automated program repair; fix templates; neural machine translation; deep learning;	Location awareness; Codes; Source coding; Computer bugs; Semantics; Maintenance engineering; Benchmark testing;	FALSE	FALSE	FALSE	FALSE	TRUE	Pemma	this paper introduces an APR tool that combines template-based APR methods with neutral machine translation models.		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	Defects4J (v1.2.0, v2.0.0)	TENURE	in replication pkg		in replication pkg	https://github.com/mxx1219/TENURE	Running (we set the running time as 5 hours for each bug version, )	Yes ( 20 cores of 2.4GHz CPU, 384GB RAM and NVIDIA Tesla V100 GPUs with 32 GB memory)	5hr upper limit run-time per bug							FALSE	FALSE	TRUE	LSTM-based encoder/decoder	TRUE	TRUE	global attention 	not reported		FALSE			TRUE	perfect and Ochiai SBFL, line		summary	TRUE	TRUE	"all plausible patches are double-checked by two authors, and a patch is only be considered correct if both authors acknowledge its correctness."		
ICSE	Zhu, Qihao, et al	Tare: Type-Aware Neural Program Repair.	2023	https://ieeexplore.ieee.org/iel7/10172484/10172342/10172781.pdf?casa_token=eCY36ZLQBFMAAAAA:HirQTFwAHBHg3adEVDuW5s_fFZmYjeKGLkJKsOdECvm6p2UH8ihMCWi_LUsYlcP_LI-Q37Ridw	104	Zhu, Qihao, et al. "Tare: Type-Aware Neural Program Repair." 2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE). IEEE, 2023.	program repair; neural networks;	Deep learning; Codes; Computer bugs; Maintenance engineering; Benchmark testing; Software; Generators;	FALSE	FALSE	FALSE	FALSE	TRUE	Pemma	This paper incorporates typing into source code grammar and AST, that's used in their neural program repair tool Tare. 		TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	Defects4J (v1.2.0, v2.0.0), QuixBugs	Tare	only analysis code disclosed		in replication pkg	https://doi.org/10.5281/zenodo.7029404	Training (48 mins for an epoch on two Nvidia Titan 3090 with batch size 60 for Tare, whereas 53 mins for Recoder. These two models both are trained for 20 epochs.) running (90s avg / fault location with beamsize 100)	Yes (Nvidia Titan 3090)	90s per fault locale w/ beamsize 100		Recoder					FALSE	FALSE	TRUE	Recoder	TRUE	TRUE	attention layer adapted to encode heterogeneous graphs	not reported		FALSE		Defects4J (v1.2.0, v2.0.0), QuixBugs	TRUE	perfect and Ochiai SBFL, line		per-bug is available	TRUE	TRUE	"The plausible patch is considered as correct when it is identical or semantically equivalent to the developer-written patch judged by two authors individually. To alleviate the potential error in this processing, we also publish all generated patches for public judgment (details are in Section XI)."		
ICSE	Jiang, Nan, et al	Impact of code language models on automated program repair.	2023	https://ieeexplore.ieee.org/document/10172517	105	Jiang, Nan, et al. "Impact of code language models on automated program repair." 2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE). IEEE, 2023.	Automated Program Repair; Code Language Model; Fine-Tuning; Deep Learning;	Codes; Computer bugs; Memory management; Training data; Benchmark testing; Maintenance engineering; Software;	FALSE	TRUE	TRUE	FALSE	TRUE	Pemma	This work evaluates 10 code language models on 4 APR benchmarks and compares against DL-based APR tools. In particular, HumanEval-Java is a new APR benchmark that no existing CLMs ahve seen during pre-training (focus on fairness of evaluations)  pseudo-ablation study	• Finding 1: CLMs, even without fine-tuning, have com- petitive fixing capabilities. To our surprise, the best CLM, as is, fixes 72% more bugs than the state-of-the-art DL- based APR techniques. • Finding 2: While buggy lines (code lines that need to be modified) are useful to guide fixing, CLMs fail to make good use of them and fix fewer bugs when the buggy lines are explicitly given.	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	Defects4J (v1.2.0, v2.0.0), QuixBugs, HumanEval-Java		in replication pkg	in replication pkg	in replication pkg	https://github.com/lin-tan/clm	Running reported	Yes 	time efficiency is studied per model		PLBART, CodeGen, CodeT5, InCoder, KNOD, CURE, Reward, Recoder, 					FALSE	FALSE	TRUE	10 models that use 4 different ML architectures	TRUE	TRUE	see each model	not reported	not reported	TRUE	small programs, "realistic code refinement and not included in CLMs pretraining data", converted from Python to Java	Defects4J (v1.2.0, v2.0.0), QuixBugs, HumanEval-Java	FALSE	not specified		per bug available in replication package	TRUE	TRUE	"And we finally manually check the correctness of plausible patches to distinguish correct patches (which should be identical or semantically equivalent to developer-written patches)."		
ICSE	Li, Zongjie, et al	Cctest: Testing and repairing code completion systems.	2023	https://ieeexplore.ieee.org/iel7/10172484/10172342/10172845.pdf?casa_token=gyY4txJin5wAAAAA:l-ckwc9kK0qdBy3--Ovbh-TlPpo5z1VyfTrah3372xB05f-EgudK1xluJi4taectIud42yOYHQ	106	Li, Zongjie, et al. "Cctest: Testing and repairing code completion systems." 2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE). IEEE, 2023.		Deep learning; Codes; Source coding; Closed box; Maintenance engineering; Task analysis; Programming profession;	TRUE	FALSE	FALSE	FALSE	TRUE	Pemma	This work focuses on code completion systems like GitHub Copilot, that function like an AI pair programmer. However, the results of these AI systems are often confusing and sometimes erroneous, sub-optimal.  Subtle changes in the input context can render quite different results (i.e., code snippets).	skipping...	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE																FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE			FALSE				FALSE	FALSE			
ICSE	Motwani, Manish, and Yuriy Brun	Better automatic program repair by using bug reports and tests together.	2023	https://ieeexplore.ieee.org/iel7/10172484/10172342/10172693.pdf?casa_token=v7m4UHIWqHQAAAAA:mO16wUoJ8XxvbjotdWLutyiBcDOAFWcdW-PoYZOaLt1yL1N0zJ3e_TovUX9mTr6MlcEgqYhzSQQ	107	Motwani, Manish, and Yuriy Brun. "Better automatic program repair by using bug reports and tests together." 2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE). IEEE, 2023.	Automatic Program repair; Information retrieval based fault localization; Debugging; fault localization; 	Location awareness; Industries; Computer bugs; Training data; Maintenance engineering; Benchmark testing; Software; 	FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	The authors outline a new mechanism to improve fault localization using SBFL and IR (information retrieval) (current FL methods are imperfect and are often the main reason for incorrect patches with APR). The authors update existing APR tools (Arja, SequenceR, Simfix) to use this new FL mechanis and evaluate the quality of the patches produced. 		FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	Defects4J (v2.0.0)	SBIR, Blues	in replication pkg	n/a	in replication pkg	https://doi.org/10.7910/DVN/OHMYAK	Running (Executing our study is highly computationally intensive and required eight weeks of wall-clock time on a 50-node cluster. )	Yes (a cluster of 50 compute nodes, each with a Xeon E5-2680 v4 CPU with 28 cores (2 processors, 14 cores each) running at 2.40GHz. Each node had 128GB of RAM and 200GB of local SSD. )	held-out test suite generation: EvoSuite time budget - (12min/seed)							FALSE	FALSE	FALSE	n/a	FALSE	FALSE	n/a	n/a	n/a	FALSE		Defects4J (v2.0.0)	FALSE	SBIR, Blues		per-bug available in replication package	TRUE	FALSE	"If all the evaluation tests pass, we manually compare the patch against the developer’s patch. If the patch is semantically equivalent to the developer’s patch, we annotate it as correct. If it is not, we annotate it as plausible."		
ICSE	Jiang, Nan, et al	Knod: Domain knowledge distilled tree decoder for automated program repair.	2023	https://ieeexplore.ieee.org/document/10172873	108	Jiang, Nan, et al. "Knod: Domain knowledge distilled tree decoder for automated program repair." 2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE). IEEE, 2023.	Automated Program Repair; Abstract Syntax Tree; Deep Learning;		FALSE	TRUE	FALSE	FALSE	TRUE	Pemma	The authors proposed a DL-based approach to APR that focuses on improving the quality of generated patch candidates. Note, DL approaches often generate syntactically and semantically incorrect patch candidates.	"While promising, DL-based APR techniques suffer from the abundant syntactically or semantically incorrect patches in the patch space. These patches often disobey the syntactic and semantic domain knowledge of source code and thus cannot be the correct patches to fix a bug."	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	Defects4J (v1.2.0), QuixBugs, Defects4J (v2.0.0)	Knod	in replication pkg	not available, but training data + replication package and KNOD model is available in code	Our training data is shared atvia Zenodo at https://doi.org/10.5281/zenodo.7570475.	https://github.com/lin-tan/knod and Our training data is shared atvia Zenodo at https://doi.org/10.5281/zenodo.7570475.	"During validation, we set a five-hour running-time limit, "; TRAINING TIME NOT REPORTED	"We train KNOD on one 56-core server with eight NVIDIA GeForce RTX 2080 TI GPUs, and evaluate KNOD on the same server with one NVIDIA GeForce RTX 2080 TI GPU."								FALSE	FALSE	TRUE	3 stage, tree-decoder	TRUE	TRUE	ASG self-attention and sequence self-attention; fairly well-dectailed, with ASG self-attention dependencies between adjacent nodes on ASG node sequence leveraged; "Different from traditional tree self-attention, which consideres node features only, our ASG self-attention considers both node and edge features."	not reported	"buggy project" => buggy functions, location of buggy lines, ASG node sequences and adjacency matrix	FALSE			TRUE	Perfect function		summary in paper, plausible and correct repairs available in their replication package	TRUE	TRUE	"we manually check the correctness of plausible patches returned by KNOD. We consider a plausible patch correct if it is semantically equivalent to developer patches. The labeling procedure involves two participants. The agreement ratio is 92.1% and inconsistent cases are resolved by further discussion." BEAM SEARCH = 1000 ! ! ! ! ! !	5hr time limit	beam size = 1,000
